Complaint_Text,Label
Drum is not rotating. Motor control board failed due to internal component overheating.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a nail inside the drum from construction debris.,NON_QUALITY_ISSUE
Water leaks from the back. Technician found the shipping bolt holes were not properly capped.,QUALITY_ISSUE
Clothes are too wrinkled. Customer leaves them in the drum for an entire day after the cycle finishes.,NON_QUALITY_ISSUE
Heating element failed. Open circuit detected after 3 months of use.,QUALITY_ISSUE
Customer complains of a smell. Advised on cleaning the area around the drain pump filter where water can collect.,NON_QUALITY_ISSUE
Machine fills with cold water only. Hot water inlet valve solenoid is dead (coil open circuit).,QUALITY_ISSUE
Drain hose is leaking at the standpipe. Customer failed to secure it with the provided retainer clip.,NON_QUALITY_ISSUE
Loud clicking noise when unit fills. Inlet solenoid valve plunger is binding due to poor component tolerance.,QUALITY_ISSUE
Customer reports water pressure is low. Found the water company is doing pipeline maintenance.,NON_QUALITY_ISSUE
Drum bearing failure. Loud grinding and metal dust visible below the tub.,QUALITY_ISSUE
Machine vibrates heavily. Found the unit was installed on an unstable platform/pedestal.,NON_QUALITY_ISSUE
Error C9: Pressure switch failure. Switch is stuck at maximum level.,QUALITY_ISSUE
"Clothes are still soapy. Customer used the 'Super Quick' cycle for a full, heavily soiled load.",NON_QUALITY_ISSUE
Rust is visible on the inner drum lip after only 4 months. Poor material quality.,QUALITY_ISSUE
Water won't drain. Technician found a large buildup of lint and hair blocking the drain path.,NON_QUALITY_ISSUE
Loud grinding from the pump. Pump impeller is scraping the casing due to misalignment of the motor shaft.,QUALITY_ISSUE
"Customer used excessive amounts of baking soda to clean the drum, clogging the drain pump.",NON_QUALITY_ISSUE
Unit stops with error E40. Door lock plunger solenoid is internally seizing up.,QUALITY_ISSUE
Clothes are still damp. Customer selected the 'Delicate' cycle with the lowest spin speed option.,NON_QUALITY_ISSUE
Main PCB is dead. Visible burn mark near the power input inductor.,QUALITY_ISSUE
Water leaks from the back during spin. Customer failed to tighten the water inlet hoses securely.,NON_QUALITY_ISSUE
Drum is not rotating. Motor capacitor failed (shorted out).,QUALITY_ISSUE
Clothes are too stiff. Advised customer on using a gentler tumble cycle for shirts.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw in the molding process causing a thin spot.,QUALITY_ISSUE
Customer is confused about the spin speed options. Requested clarification on RPM settings.,NON_QUALITY_ISSUE
Unit stops with error E32. Thermistor (temperature sensor) is reading 150°C when water is cold.,QUALITY_ISSUE
"Drain hose is leaking profusely. Customer used excessive force when connecting the hose, cracking the plastic elbow.",NON_QUALITY_ISSUE
Loud scraping during spin. Drum support bearing race is completely disintegrated.,QUALITY_ISSUE
Machine is dead. Found the house power was out due to an external transformer failure.,NON_QUALITY_ISSUE
Intermittent heating failure. Wiring harness to the thermistor is loose on the main PCB.,QUALITY_ISSUE
Clothes are covered in lint. Customer does not separate darks and lights before washing.,NON_QUALITY_ISSUE
Loud banging noise during spin. Broken drum counterweight mounting stud.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a zipper was caught in the door seal rubber.,NON_QUALITY_ISSUE
Water is continuously filling. Inlet valve solenoid plunger is stuck open.,QUALITY_ISSUE
"Water won't drain. Technician found a child's toy stuck in the drain filter, blocking flow.",NON_QUALITY_ISSUE
Unit trips main breaker. Short circuit in the drain pump wiring harness insulation.,QUALITY_ISSUE
Machine is shaking. Found a small level bubble was used and it was slightly off. Used professional level to correct.,NON_QUALITY_ISSUE
Drum is scratching the stainless steel tub. Appears to be a spider/suspension arm breakage.,QUALITY_ISSUE
Customer complains of a musty smell. Advised on cleaning the rubber door gasket and running a hot cycle.,NON_QUALITY_ISSUE
Main PCB randomly resets. Poor quality filter capacitor on the power supply line.,QUALITY_ISSUE
Clothes are still soapy. Customer used the 'Rinse Only' cycle for washing clothes instead of the full cycle.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a cut from the factory trimming process.,QUALITY_ISSUE
Customer is confused about the 'Detergent Ball' and put it in the wrong compartment.,NON_QUALITY_ISSUE
Loud clicking noise when unit fills. Inlet solenoid valve plunger is binding due to poor component tolerance.,QUALITY_ISSUE
Water won't fill. Technician found the mesh filter inside the fill valve completely blocked with dirt.,NON_QUALITY_ISSUE
Heating element failed. Open circuit detected after 6 months. Premature failure due to poor quality material.,QUALITY_ISSUE
Drain hose is leaking at the standpipe. Customer failed to secure it with the provided retainer clip.,NON_QUALITY_ISSUE
Machine fills with cold water only. Hot water inlet valve solenoid is dead (coil open circuit).,QUALITY_ISSUE
Customer reports high vibration. Found a large imbalance in the load (one wet rug).,NON_QUALITY_ISSUE
Error F11: Communication loss between the main PCB and the CAN bus.,QUALITY_ISSUE
Clothes are still damp. Customer selected the lowest spin speed setting (400 RPM).,NON_QUALITY_ISSUE
Drum is not rotating. Motor control board MOSFET shorted out.,QUALITY_ISSUE
"Machine is very loud. Customer installed it on an untreated concrete floor, amplifying noise.",NON_QUALITY_ISSUE
Water leaks from the back. Technician found the fill valve was leaking onto the rear panel from a crack.,QUALITY_ISSUE
"Customer used too much liquid detergent, leading to excessive suds and cycle time extension.",NON_QUALITY_ISSUE
Loud metallic scrape during spin. Drum support bearing race is pitted and corroded.,QUALITY_ISSUE
Customer reports water pressure is low. Found the water company is doing pipeline maintenance.,NON_QUALITY_ISSUE
Unit stops with error E40. Door lock plunger solenoid is internally seizing up.,QUALITY_ISSUE
Clothes are too wrinkled. Customer leaves them in the machine for hours after the cycle finishes.,NON_QUALITY_ISSUE
Intermittent power off. Loose power cable connector on the back of the machine.,QUALITY_ISSUE
Water won't drain. Technician found a piece of plastic packaging blocking the drain path.,NON_QUALITY_ISSUE
Loud grinding from the pump. Pump impeller is scraping the casing due to misalignment of the motor shaft.,QUALITY_ISSUE
Clothes are still soapy. Customer used high-foaming detergent in a front-loader machine.,NON_QUALITY_ISSUE
Rust is visible on the inner drum lip after only 6 months of use. Poor material quality.,QUALITY_ISSUE
"Machine is dead. Found a penny jammed in the main power switch, preventing it from latching.",NON_QUALITY_ISSUE
Machine trips main breaker. Short in the motor winding insulation due to friction rub.,QUALITY_ISSUE
Clothes are too stiff. Advised customer on using a gentler tumble cycle for shirts.,NON_QUALITY_ISSUE
Water leaks from the drain pump connection. Casing joint not sealed correctly at factory.,QUALITY_ISSUE
Customer reports clothes are ripped. Found a zipper was caught in the door seal rubber.,NON_QUALITY_ISSUE
Error C9: Pressure switch failure. Switch is stuck at maximum level.,QUALITY_ISSUE
Machine vibrates excessively. Found the installation surface is uneven stone tile.,NON_QUALITY_ISSUE
Loud thumping noise during spin. Broken counterweight bolt snapped due to over-torquing during assembly.,QUALITY_ISSUE
Clothes are covered in lint. Customer does not separate darks and lights before washing.,NON_QUALITY_ISSUE
Unit stops with error E60. Technician confirmed the main processor chip on the PCB is overheating.,QUALITY_ISSUE
Water won't drain. Technician found a large buildup of lint and hair blocking the drain path.,NON_QUALITY_ISSUE
Water is continuously filling. Inlet valve solenoid plunger is stuck open.,QUALITY_ISSUE
Customer reports power failure. Found the external power surge protector had tripped.,NON_QUALITY_ISSUE
Loud scraping during wash. Drum support bearing race has corroded due to poor sealing.,QUALITY_ISSUE
Machine is dead. Found the customer's remote-controlled outlet switch was turned off.,NON_QUALITY_ISSUE
Drum is scratching the tub. Suspension rod snapped clean off during spin.,QUALITY_ISSUE
Clothes are still damp. Customer only selected the lowest spin speed setting (400 RPM).,NON_QUALITY_ISSUE
Intermittent heating failure. Heater relay on the PCB has intermittent failure (sticking).,QUALITY_ISSUE
Customer complains of a smell. Advised on cleaning the area around the drain pump filter where water can collect.,NON_QUALITY_ISSUE
Unit fails to turn on. The main power switch contacts are worn and not engaging reliably.,QUALITY_ISSUE
Water leaks from the back during spin. Customer failed to tighten the water inlet hoses securely.,NON_QUALITY_ISSUE
Water leaks from the door seal. Seal has a flaw/thin spot from the molding process.,QUALITY_ISSUE
Machine vibrates heavily. Technician found the legs were installed unevenly and required manual adjustment.,NON_QUALITY_ISSUE
Machine stops mid-cycle. Water level sensor cable is corroded and sending intermittent signals.,QUALITY_ISSUE
Drain hose is leaking at the standpipe. Customer failed to secure it with the provided retainer clip.,NON_QUALITY_ISSUE
Loud metallic squealing. Drum spider arm bearing race has completely failed.,QUALITY_ISSUE
Clothes are still soapy. Customer used high-foaming detergent in a front-loader machine.,NON_QUALITY_ISSUE
